,Volkswagen,Passat Variant,2.0L TDI CR 140 hp DPF DSG 6,6.1,1968,215/55 R16
,Renault,Megane 2 Grand Tour Dyn,1.6L 110 hp,6.9,1598,205/55 R16
,Audi,A4 Avant,1.8L TFSI 120 hp,7.2,1798,225/55 R16
,Renault,Laguna Coupé GT,2.0L T 205 hp,8.2,1998,225/45 R18
,Seat,Ibiza (2006) Sport,1.4L 100 hp,6.6,1390,205/45 R16
,Audi,A4 Avant,2.0L TDI 143 hp DPF multitronic,6,1968,225/55 R16
,Renault,Scenic Dyn,1.5L dCi 105 hp,4.9,1461,205/60 R16
,Renault,Kangoo Bebop,1.5L dCi 105 hp,5.4,1461,205/60 R16
,Mitsubishi,Lancer Ralliart,2.0L T 240 hp,10,1998,215/45 R18
,Citroen,C3 (2002),1.4L 73 hp AT,7.1,1361,185/60 R15
,Mitsubishi,Lancer Sportback,2.0L DI-D 140 hp,6.3,1968,205/60 R16
,Skoda,Superb,2.0L TDI 170 hp DPF DSG 6 4x4,6.4,1968,205/55 R16
,Audi,A4 Avant,2.0L TDI 143 hp DPF quattro,6.2,1968,225/55 R16
,Volkswagen,New Beetle Cab.,2.0L 116 hp,8.8,1984,205/55 R16 H
,Volkswagen,Touareg,3.6L V6 FSI 280 hp Tiptronic,13.3,3598,255/55 R18
,Audi,A4 Allroad,2.0L TFSI 211 hp quattro S-tronic 7,8.1,1984,225/55 R17
,Renault,Grand Espace,2.0L T 170 hp AT,10.3,1998,225/60 R16
,Seat,Altea Sport,1.4L TSI 125 hp,6.4,1390,225/45 R17
,Skoda,Fabia,1.4L TDI 70 hp 3 cyl.,4.8,1422,185/60 R14
,Audi,A5,2.0L TDI 170 hp DPF,5.1,1968,225/50 R17
,Citroen,C4 coupé VTN@V,1.6L HDi 90 hp,4.4,1560,205/50 R17
,Nissan,X-Trail XE,2.0L 141 hp,8.7,1997,215/65 R16
,Seat,Leon Cupra,2.0L TSI 240 hp,8.2,1984,225/40 R18
,Dacia,Sandero,1.6L 90 hp,7.2,1598,185/65 R15
,Volkswagen,New Beetle,2.3L V5 170 hp,8.9,2324,205/55 R16 V
,Volkswagen,Touran (2003) Trendline,1.9L TDI 100 hp,5.9,1896,205/55 R16
,Mitsubishi,Pajero 5p.,3.8L V6 250 hp,13.5,3828,265/60 R18 110 H
,Volkswagen,Crosspolo,1.4L TDI 70 hp 3 cyl.,4.9,1422,215/40 R17
,Seat,Leon FR,2.0L TDI CR 170 hp DPF DSG 6,5.7,1968,225/45 R17
,Skoda,Octavia Combi,1.8L TSI 160 hp,7,1798,205/55 R16
,Volkswagen,Caddy,1.9L TDI 75 hp,6,1896,195/65 R15
,Seat,Altea XL,1.9L TDI 105 hp,5.4,1896,195/65 R15
,Citroen,C3 (2002),1.6L 110 hp,6.5,1587,185/60 R15
,Citroen,C3 (2002),1.1L 60 hp,6,1124,165/70 R14
,Citroen,C4 Picasso VTN@V,1.6L HDi FAP 110 hp,5.6,1560,215/50 R17
,Peugeot,407 coupé Pack.,2.2L 163 hp,9.2,2231,235/45 R18 Y
,Peugeot,807 (2002) SV,2.2L HDi 130 hp,7.3,2179,215/65 R15 H
,Renault,Megane 2 CC,1.6L 110 hp,6.9,1598,195/65 R15
,Renault,Twingo,1.2L 75 hp AT,5.6,1149,165/65 R14
,Peugeot,308,1.6L VTi 120 hp,6.7,1598,195/65 R15
,Skoda,Fabia Combi,1.4L TDI 70 hp 3 cyl.,4.8,1422,165/70 R14
,Peugeot,207 Sport,1.6L VTi 120 hp,6.1,1598,195/55 R16
,Citroen,C4 Cool,1.6L HDi 90 hp,4.4,1560,205/55 R16
,Audi,A5,2.0L TDI 170 hp DPF quattro,5.7,1968,225/50 R17
,Nissan,Qashqai +2,2.0L dCi 150 hp 4x4 AT,7.9,1995,215/65 R16
,Peugeot,407 coupé,3.0L V6 210 hp,10.2,2946,235/45 R18 Y
,Peugeot,207 SW Outdoor,1.6L VTi 120 hp,6.4,1598,205/55 R16 V
,Renault,Espace,2.0L T 170 hp,9.6,1998,225/60 R16
,Renault,Vel Satis,2.0L dCi 150 hp,7.3,1995,225/55 R17
,Citroen,C4 VTN@V,1.6L HDi FAP 110 hp AMT,4.5,1560,205/50 R17
,Volkswagen,Touareg,2.5L TDI R5 174 hp,10.1,2461,255/55 R18
,Seat,Altea,1.8L TSI 160 hp,7.1,1798,225/45 R17
,Citroen,C5,2.0L 140 hp AT,8.9,1997,225/60 R16
,Seat,Ibiza (2006),1.2L 64 hp 3 cyl.,5.9,1198,195/55 R15
,Peugeot,207 CC,1.6L VTi 120 hp,6.5,1598,195/55 R16 V
,Volkswagen,Golf Sport,1.4L TSI 122 hp,6.2,1390,205/55 R16
,Renault,Clio Grand Tour Exc,1.2L TCe 100 hp,5.8,1149,195/50 R16
,Citroen,C4 Picasso VTN@V 7 pl.,1.6L THP 150 hp AMT,7.4,1598,215/50 R17
,Audi,A5,3.2L V6 FSI 265 hp quattro,9.1,3123,225/50 R17
,Nissan,Note Tekna,1.5L dCi 105 hp,5.1,1461,185/55 R16
,Audi,TT Roadster,3.2L V6 250 hp quattro S-tronic 6,9.5,3189,245/45 R17 95 Y
,Peugeot,308 Sport,1.6L HDi FAP 110 hp CMP,4.5,1560,205/55 R16
,Volkswagen,Passat Variant R-Line,2.0L TDI CR 140 hp DPF DSG 6,6.1,1968,235/45 R17
,Seat,Altea Freetrack,2.0L TDI 140 hp DPF,6.1,1968,225/50 R17
,Citroen,C8 Captain chairs (2002),2.2L HDi 130 hp,7.4,2179,215/65 R15 H
,Seat,Ibiza,1.9L TDI 105 hp DPF,4.5,1896,185/60 R15
,Volkswagen,Caddy,1.9L TDI 104 hp,6.2,1896,195/65 R15
,Nissan,Micra,1.5L dCi 86 hp,4.6,1461,165/70 R14
,Skoda,Scoot,1.8L TSI 160 hp,7.8,1798,225/50 R17
,Skoda,Octavia Laurin&Klement,1.8L TSI 160 hp DSG 7,6.6,1798,225/45 R17
,Volkswagen,Touran,2.0L TDI 170 hp DSG 6,6.9,1968,205/55 R16
,Seat,Altea XL Sport,2.0L TDI 140 hp DSG 6,6,1968,225/45 R17
,Renault,Modus Exc,1.6L 110 hp AT,7.6,1598,185/55 R16
,Renault,Scénic (2006) 5 pl. Dyn,1.5L dCi 105 hp,5.2,1461,205/55 R16
,Volkswagen,Golf Variant,1.6L 102 hp,7.4,1595,205/55 R16
,Mitsubishi,Pajero 3p. Intense,3.2L DI-D 160 hp,9.2,3200,265/60 R18 110 H
,Volkswagen,Golf,1.6L 102 hp,7.1,1595,195/65 R15
,Volkswagen,Golf Plus Sport,2.0L TDI CR 140 hp DPF DSG 6,5.6,1968,205/55 R16
,Volkswagen,Polo (2009),1.4L 86 hp DSG 7,5.8,1390,185/60 R15 T
,Renault,Grand Scénic (2006) 7 pl.,1.6L 110 hp,7.9,1598,205/60 R16
,Nissan,Note,1.5L dCi 86 hp,4.9,1461,185/65 R15
,Volkswagen,Scirocco,1.4L TSI 122 hp,6.4,1390,205/50 R17
,Seat,Exeo,1.8L 150 hp,7.9,1781,205/55 R16
,Citroen,C3 Excl.,1.4L HDi 70 hp,4.4,1399,185/60 R15
,Renault,Clio RS 3p.,2.0L 200 hp,8.3,1998,215/45 R17
,Nissan,Qashqai +2 Tekna Sp.,1.5L dCi 105 hp,5.7,1461,215/55 R18
,Renault,Grand Scénic 5 pl. Dyn,1.9L dCi 130 hp,5.5,1870,205/60 R16
,Renault,Vel Satis,2.0L T 170 hp AT,9.9,1998,255/55 R17
,Volkswagen,Fox,1.4L TDI 70 hp 3 cyl.,4.9,1422,185/60 R14 H
,Volkswagen,Passat CC,2.0L TDI 170 hp DPF,5.6,1968,235/45 R17
,Seat,Exeo,2.0L TDI CR 170 DPF hp,5.9,1968,225/45 R17
,Seat,Ibiza Ecomotive,1.4L TDI 80 hp DPF 3 cyl.,3.7,1422,175/70 R14
,Audi,TT,2.0L TFSI 200 hp,7.7,1984,225/55 R16
,Audi,A4 Avant,1.8L TFSI 160 hp quattro,7.7,1798,225/55 R16
,Audi,A4 Allroad,3.0L V6 TDI 240 hp DPF quattro,7.2,2967,225/55 R17
,Volkswagen,Tiguan R-Line,2.0L TSI 200 hp 4Motion,8.9,1984,255/40 R19
,Seat,Exeo Sport,1.8L 150 hp,7.9,1781,225/45 R17
,Skoda,Octavia Combi Laurin&Klement,2.0L TDI 140 hp,5.5,1968,225/45 R17
,Skoda,Octavia Combi,2.0L TDI 140 hp,5.5,1968,205/55 R16
,Skoda,Superb,1.8L TSI 160 hp,7.6,1798,205/55 R16
,Citroen,C8 (2002),2.2L HDi 130 hp,7.4,2179,215/65 R15 H
,Audi,A3 Ambiente,1.8L TFSI 160 hp quattro,7.5,1798,225/45 R17
,Renault,Megane 3 Berline,1.6L 100 hp,6.7,1598,195/65 R15
,Nissan,Qashqai Tekna Sp.,2.0L 140 hp hpT 4x4,8.3,1997,215/55 R18
,Volkswagen,Tiguan,2.0L TDI 140 hp Tiptronic 4Motion,7.5,1968,215/60 R17
,Renault,Megane 3 Coupé,1.6L 110 hp,6.9,1598,205/55 R16
,Seat,Ibiza SportCoupé Sport,1.6L 105 hp,6.6,1598,215/45 R16
,Audi,A4 Avant,3.0L V6 TDI 240 hp DPF quattro,6.8,2967,225/55 R16
,Renault,Clio Grand Tour Exc,1.5L dCi 105 hp,4.3,1461,195/50 R16
,Audi,A5,2.7L V6 TDI 190 hp PDF multitronic,6.4,2698,225/50 R17
,Volkswagen,Eos,2.0L TDI CR 140 hp DPF DSG 6,6.3,1968,235/45 R17
,Seat,Ibiza (2006),1.4L 75 hp,6.5,1390,195/55 R15
,Skoda,Octavia Combi RS,2.0L TSI 200 hp DSG 6,7.7,1984,225/45 R17
,Nissan,Note,1.5L dCi 105 hp,5.1,1461,185/65 R15
,Audi,A4 Avant,1.8L TFSI 160 hp multitronic,7.5,1798,225/55 R16
,Volkswagen,Jetta,1.9L TDI 105 hp DSG 6,5.7,1896,205/55 R16
,Audi,A4 Avant,2.0L TFSI 180 hp,6.8,1984,225/55 R16
,Nissan,Qashqai Acenta,2.0L dCi 150 hp 4x4,6.9,1995,215/60 R17
,Audi,TT,2.0L TFSI 200 hp quattro S-tronic 6,7.7,1984,225/55 R16
,Renault,Megane 2 (2003) Dyn,1.9L dCi 120 hp,5.4,1870,205/55 R16
,Renault,Espace,2.0L T 170 hp AT,10.3,1998,225/55 R17
,Audi,A3,1.4L TFSI 125 hp S-tronic 7,5.6,1390,205/55 R16
,Peugeot,3008,1.6L HDi FAP 110 hp,5.1,1560,215/60 R16
,Audi,A3 Cabrio Ambition,1.9L TDI 105 hp,5.1,1896,225/45 R17
,Citroen,C4,1.6L HDi FAP 110 hp,4.5,1560,205/55 R16
,Renault,Grand Scénic 7 pl.,2.0L dCi 150 hp AT,7,1995,225/50 R17 98 V
,Citroen,C6,3.0L V6 210 hp,11.2,2946,245/45 R18
,Citroen,C5,2.2L HDi FAP 170 hp,6.5,2179,225/55 R17
,Renault,Megane 2 Grand Tour Dyn,2.0L 130 hp,8.8,1998,205/55 R16
,Volkswagen,Golf (2007),1.9L TDI 105 hp 4Motion,5.8,1896,195/65 R15
,Renault,Megane 2 CC Dyn,1.6L 110 hp,6.9,1598,205/55 R16
,Audi,A3 Ambiente,1.9L TDI 105 hp,5.1,1896,225/45 R17
,Nissan,Micra Tekna,1.5L dCi 86 hp,4.6,1461,185/50 R16
,Volkswagen,Scirocco,2.0L TDI 140 hp,5.1,1968,225/45 R17
,Citroen,C4 Picasso Excl. + 7 pl.,1.6L HDi FAP 110 hp,5.6,1560,215/45 R18
,Volkswagen,Passat,2.0L TDI CR 170 hp DPF,5.6,1968,215/55 R16
,Audi,A4 Allroad,2.0L TFSI 211 hp quattro,7.9,1984,225/55 R17
,Renault,Twingo,1.6L 130 hp,7,1598,195/45 R16
,Peugeot,308 SW,1.6L THP 150 hp,7.5,1598,215/55 R16
,Audi,TT,3.2L V6 250 hp quattro,10.3,3189,245/45 R17
,Citroen,C5 Busi.,1.8L 127 hp,7.9,1749,225/55 R17
,Volkswagen,Touran,1.9L TDI 105 hp,5.9,1896,195/65 R15
,Mitsubishi,Outlander Intense +,2.0L DI-D 140 hp,6.9,1968,225/55 R18
,Renault,Scénic (2006) 5 pl.,1.4L 100 hp,7.2,1390,195/65 R 15
,Renault,Grand Scénic (2006) 5 pl.,1.9L dCi 130 hp,6,1870,205/60 R16
,Citroen,C4,2.0L HDi FAP 135 hp AT,6.6,1997,205/50 R17
,Skoda,Superb Elegance,1.8L TSI 160 hp DSG 7,7.1,1798,225/45 R17
,Skoda,Octavia Combi RS,2.0L TDI CR 170 hp DPF DSG 6,6,1968,225/45 R17
,Skoda,Superb Elegance,1.8L TSI 160 hp 4x4,8.2,1798,225/45 R17
,Seat,Ibiza Sport,1.6L TDI CR 90 hp DPF,4.2,1598,215/45 R16
,Seat,Exeo,2.0L TDI CR 143 hp DPF,5.5,1968,205/55 R16
,Citroen,C8 Captain chairs (2002),3.0L V6 205 hp,11.5,2946,215/60 R16 H
,Volkswagen,Golf Plus,1.4L TSI 122 hp DSG 7,6.3,1390,195/65 R15
,Renault,Megane 2 Grand Tour Proactiva,1.6L 110 hp AT,6.9,1598,195/65 R15
,Renault,Clio Grand Tour Exc,1.5L dCi 85 hp,4.4,1461,195/50 R16
,Nissan,X-Trail XE,2.0L dCi 150 hp,7.1,1998,215/65 R16
,Volkswagen,Golf Plus Sport,1.6L TDI CR 105 hp DPF,4.8,1598,205/55 R16
,Volkswagen,Passat CC,2.0L TDI 140 hp DPF DSG 6,6,1968,235/45 R17
,Audi,A4 Allroad,2.0L TDI 170 hp DPF quattro,6.3,1968,225/55 R17
,Peugeot,407 coupé,3.0L V6 210 hp AT,10.2,2946,235/45 R18 Y
,Citroen,C5,2.0L 140 hp,8.4,1997,225/60 R16
,Nissan,Note Tekna,1.6L 110 hp AT,6.8,1598,185/55 R16
,Seat,Alhambra,1.9L TDI 115 hp 4x4,7.1,1896,215/55 R16
,Audi,TT Roadster,3.2L V6 250 hp quattro,10.4,3189,245/45 R17 95 Y
,Volkswagen,Passat R-Line,1.8L TSI 160 hp,7.6,1798,235/45 R17
,Peugeot,308 SW Prem.,1.6L VTi 120 hp,6.9,1598,225/45 R17
,Volkswagen,Passat Variant,2.0L TDI CR 140 hp DPF 4Motion,6.1,1968,215/55 R16
,Volkswagen,Phaeton,3.6L V6 280 hp 4Motion,11.7,3598,235/55 R17
,Nissan,Qashqai Acenta,2.0L dCi 150 hp 4x4 AT,7.8,1995,215/60 R17
,Skoda,Superb Elegance,2.0L TDI 170 hp DPF DSG 6,6.1,1968,225/45 R17
,Citroen,C4 Picasso 7 pl.,1.6L HDi FAP 110 hp AMT,5.3,1560,215/55 R16
,Renault,Laguna Coupé,3.5L V6 240 hp AT,10,3498,215/50 R17
,Renault,Megane 2 (2003) Dyn,1.6L 110 hp,6.8,1598,205/55 R16
,Skoda,Superb Elegance,2.0L TDI 140 hp DPF,5.9,1968,225/45 R17
,Peugeot,308 SW Sport,1.6L VTi 120 hp,6.9,1598,205/55 R16
,Peugeot,407 SW,3.0L V6 211 hp AT,9.9,2946,235/45 R18
,Citroen,C8,2.2L HDi FAP 173 hp,7.2,2179,215/60 R16 H
,Citroen,C5 Tourer,2.0L HDi FAP 140 hp,5.9,1997,225/60 R16
,Volkswagen,Scirocco,1.4L TSI 160 hp,6.6,1390,225/45 R17
,Volkswagen,Touran Advance,1.4L TSI 140 hp,7.4,1390,205/55 R16
,Peugeot,207 RC,1.6L THP 175 hp,7.2,1598,205/45 R17 W
,Audi,A4 Avant,2.0L TDI 170 hp DPF quattro,6.2,1968,225/55 R16
,Peugeot,308,1.6L HDi 90 hp,4.5,1560,195/65 R15
,Volkswagen,Scirocco,2.0L TSI 200 hp DSG 6,7.6,1984,225/45 R17
,Volkswagen,Passat CC,1.8L TSI 160 hp,7.6,1798,235/45 R17
,Volkswagen,Scirocco,2.0L TDI 140 hp DSG 6,5.5,1968,225/45 R17
,Renault,Grand Scénic (2006) 5 pl.,1.9L dCi 130 hp AT,7.1,1870,205/60 R16
,Audi,A3 Ambiente,1.9L TDI 105 hp DPF S-tronic 6,5.9,1896,225/45 R17
,Seat,Alhambra Sport +,1.9L TDI 115 hp Tiptronic,7.4,1896,225/45 R17
,Audi,TTS Roadster,2.0L TFSI 272 hp quattro S-tronic 6,8,1984,245/40 R18 93 Y
,Volkswagen,Touran Bluemotion,1.9L TDI 105 hp,5.4,1896,205/55 R16
,Citroen,C2 VTR (2008),1.4L 73 hp,6,1361,185/55 R15
,Seat,Altea XL Style,1.6L 102 hp,7.5,1595,205/55 R16
,Volkswagen,Sharan,2.8L V6 204 hp,10.5,2792,215/55 R16 Z
,Audi,TT Roadster,2.0L TDI 170 hp DPF quattro,5.5,1968,225/55 R16
,Audi,A4 Avant,3.0L V6 TDI 240 hp DPF quattro tiptronic,7.2,2967,225/55 R16
,Audi,A5,2.0L TFSI 211 hp quattro S-tronic 7,7.4,1984,225/50 R17
,Volkswagen,Scirocco,2.0L TSI 200 hp,7.6,1984,225/45 R17
,Citroen,C1 sensodrive,1.0L 68 hp AMT,4.6,998,155/65 R14
,Volkswagen,Phaeton (2004),5.0L V10 TDI 313 hp Tiptronic,11.4,4921,255/45 R18
,Peugeot,807 (2002) ST,2.0L HDi 110 hp,7,1997,215/60 R16
,Nissan,Tiida,1.5L dCi 105 hp,5.2,1461,195/65 R15
,Renault,Modus Exc,1.5L dCi 105 hp,4.7,1461,185/55 R16
,Peugeot,407,2.0L HDi FAP 136 hp AT,7.1,1997,215/55 R17
,Skoda,Roomster Sport,1.6L 105 hp,7,1598,205/45 R16
,Audi,A5 Cabrio,2.0L TFSI 211 hp,6.7,1984,225/50 R17
,Peugeot,308 CC,1.6L THP 150 hp,7.5,1598,225/45 R17
,Audi,A3,2.0L TDI 170 hp DPF,5.2,1968,205/55 R16
,Mitsubishi,Colt CZC,1.5L 110 hp,6.6,1499,205/45 R16
,Skoda,Superb,1.9L TDI 105 hp,5.7,1896,205/55 R16
,Audi,A4,2.0L TDI 143 hp DPF multitronic,5.8,1968,225/55 R16
,Volkswagen,New Beetle Cab.,1.6L 100 hp,7.7,1595,205/55 R16
,Renault,Laguna GT,2.0L T 205 hp,8.2,1998,225/45 R18
,Peugeot,308 SW Sport,1.6L HDi FAP 110 hp,4.9,1560,205/55 R16
,Peugeot,308 CC Sport,2.0L HDi FAP 136 hp AT,7,1997,225/40 R18
,Seat,Ibiza SportCoupé Sport,1.9L TDI 105 hp DPF,4.5,1896,215/45 R16
,Renault,Scénic (2006) 5 pl. Dyn,1.6L 110 hp,7.6,1598,205/55 R 16
,Skoda,Scoot,2.0L TDI 140 hp DPF,6.4,1968,225/50 R17
,Peugeot,207 CC Sport,1.6L HDi FAP 110 hp,5.2,1560,205/45 R17 W
,Volkswagen,Golf (2007),2.0L TDI 140 hp 4Motion,5.9,1968,205/55 R16
,Volkswagen,Passat CC,2.0L TSI 200 hp,7.9,1984,235/45 R17
,Renault,Megane 2 Grand Tour Dyn Proactiva,2.0L 130 hp AT,9.2,1998,205/55 R16
,Renault,Laguna Exp. Techno,1.5L dCi 110 hp,4.9,1461,205/60 R16
,Citroen,C4 Picasso,1.6L HDi FAP 110 hp,5.5,1560,215/55 R16
,Renault,Modus Exc,1.5L dCi 85 hp,4.5,1461,185/55 R16
,Audi,TT,1.8L TFSI 160 hp,6.7,1798,225/55 R16
,Audi,A3 Ambiente,2.0L TDI 170 hp DPF quattro,5.6,1968,225/45 R17
,Nissan,Qashqai +2,2.0L 140 hp,8.4,1997,215/65 R16
,Nissan,Qashqai +2 Tekna Sp.,2.0L dCi 150 hp,6.7,1995,215/55 R18
,Audi,A4,2.0L TFSI 211 hp,6.6,1984,225/55 R16
,Renault,Megane 2 (2006),1.5L dCi 100 hp,4.5,1461,195/65 R15
,Peugeot,3008,1.6L VTi 120 hp,7.1,1598,215/60 R16
,Skoda,Roomster Scoot,1.9L TDI 105 hp,5.4,1896,205/40 R17
,Peugeot,308 SW Sport,1.6L VTi 120 hp AT,7.7,1598,205/55 R16
,Nissan,Qashqai,2.0L 140 hp,8.1,1997,215/65 R16
,Audi,A4,2.0L TDI 170 hp DPF quattro,5.9,1968,225/55 R16
,Audi,A3,2.0L TFSI 200 hp,7.1,1984,205/55 R16
,Citroen,C2 (2006/2008),1.4L 73 hp,6,1361,175/65 R14
,Dacia,Logan Break (2007) 7 pl.,1.6L 90 hp,7.8,1598,185/65 R15
,Renault,Laguna,2.0L dCi 130 hp,6,1995,195/60 R16
,Citroen,C4 Picasso 7 pl.,1.6L VTi 120 hp,7.4,1598,215/55 R16
,Renault,Megane 2 Grand Tour Proactiva,2.0L 130 hp AT,8.4,1998,195/65 R16
,Skoda,Octavia Combi Laurin&Klement,2.0L TDI 140 hp DSG 6,6,1968,225/45 R17
,Citroen,C6,2.2L HDi FAP 170 hp,7.6,2179,245/45 R18
,Volkswagen,Touran,2.0L TDI 170 hp,6.6,1968,205/55 R16
,Volkswagen,Touran Sport,2.0L TDI 170 hp,6.6,1968,225/45 R17
,Volkswagen,Golf Plus,2.0L TDI CR 140 hp DPF DSG 6,5.6,1968,195/65 R15
,Renault,Scenic,2.0L dCi 150 hp AT,7,1995,225/50 R17
,Volkswagen,Golf Plus,2.0L TDI CR 140 hp DPF,5.1,1968,195/65 R15
,Skoda,Fabia GreenLine,1.4L TDI 80 hp DPF 3 cyl.,4.1,1422,175/70 R14 81 T
,Mitsubishi,Colt (2004),1.1L 75 hp,5.5,1124,175/65 R14
,Peugeot,308 SW Prem.,1.6L THP 140 hp AT,8.2,1598,225/45 R17
,Citroen,C3 (2002) Excl.,1.4L HDi 70 hp,4.2,1399,185/60 R15
,Audi,TTS Roadster,2.0L TFSI 272 hp quattro,8.3,1984,245/40 R18 93 Y
,Dacia,Logan Break (2007),1.6L 90 hp,7.6,1598,185/65 R15
,Audi,A4,1.8L TFSI 160 hp multitronic,7.2,1798,225/55 R16
,Audi,S4 Avant,3.0L V6 TFSI 333 hp quattro,9.9,2995,245/40 R18
,Peugeot,206+,1.1L 60 hp,5.7,1124,175/65 R14
,Audi,A3 Cabrio Ambition,1.8L TFSI 160 hp S-tronic 7,6.7,1798,225/45 R17
,Volkswagen,Tiguan R-Line,2.0L TSI 200 hp Tiptronic 4Motion,9.9,1984,255/40 R19
,Audi,A4 Avant,2.0L TFSI 211 hp,6.8,1984,225/55 R16
,Volkswagen,Golf Plus Sport,1.4L TSI 122 hp DSG 7,6.5,1390,205/55 R16
,Renault,Megane 2 (2003),1.5L dCi 80 hp,4.6,1461,195/65 R15
,Volkswagen,Polo,1.4L TDI 80 hp,4.5,1422,165/70 R14 T
,Volkswagen,Passat,1.4L TSI 122 hp,6.6,1390,215/55 R16
,Renault,Modus,1.5L dCi 65 hp,4.7,1461,185/60 R15
,Volkswagen,Golf,1.4L TSI 122 hp,6.2,1390,195/65 R15
,Seat,Ibiza (2006) Cupra,1.8L T 180 hp,7.9,1781,205/40 R17
,Renault,Laguna GT,2.0L dCi 180 hp,6.5,1995,225/45 R18
,Nissan,Qashqai +2 Acenta,2.0L 140 hp,8.4,1997,215/60 R17
,Volkswagen,Golf R32 (2006),3.2L V6 250 hp,10.7,3189,225/40 R18 Y
,Seat,Leon,1.4L TSI 125 hp,6.2,1390,205/55 R16
,Citroen,C6,2.7L V6 HDi 205 hp,8.7,2721,245/45 R18
,Peugeot,407,2.2L 163 hp,9,2231,215/55 R17
,Dacia,Logan (2007),1.5L dCi 70 hp,4.7,1461,185/65 R15
,Renault,Espace,2.0L 136 hp,9.4,1998,225/60 R16
,Renault,Laguna Coupé GT,2.0L dCi 180 hp,6.5,1995,225/45 R18
,Citroen,C5,2.0L HDi FAP 138 hp AT,7.1,1997,225/60 R16
,Citroen,C4 coupé,1.6L HDi FAP 110 hp AMT,4.5,1560,205/55 R16
,Volkswagen,Passat Variant R36,3.6L V6 FSI 300 hp DSG 6 4Motion,10.5,3598,235/40 R18 Y
,Seat,Alhambra Sport +,2.0L TDI 140 hp,6.6,1968,225/45 R17
,Citroen,C3,1.4L HDi 70 hp,4.4,1399,175/65 R14
,Nissan,Qashqai +2,2.0L dCi 150 hp 4x4,7,1995,215/65 R16
,Peugeot,308 SW Prem.,1.6L THP 150 hp,7.5,1598,225/45 R17
,Nissan,Pathfinder 5 pl.,2.5L dCi 171 hp,9.8,2488,255/65 R17
,Citroen,C8 (2002),2.0L 136 hp AT,9.6,1997,205/65 R15 H
,Citroen,C4 Picasso VTN@V,1.6L THP 150 hp AMT,7.4,1598,215/50 R17
,Citroen,C8,2.0L 143 hp,9,1997,215/60 R16 H
,Seat,Leon,1.6L 102 hp,7.2,1595,195/65 R15
,Volkswagen,Golf Variant,2.0L TDI 140 hp,5.5,1968,205/55 R16
,Audi,Q5,2.0L TFSI 211 hp quattro S-tronic 7,8.5,1984,235/60 R18
,Peugeot,207 GT,1.6L THP 150 hp,7,1598,205/45 R17
,Citroen,C4 coupé Cool,1.6L HDi 90 hp,4.4,1560,205/55 R16
,Dacia,Logan Break (2007) 7 pl.,1.6L 105 hp,7.5,1598,185/65 R15
,Renault,Grand Scénic (2006) 5 pl.,2.0L 135 hp AT,8.6,1998,205/60 R16
,Audi,A5,3.0L V6 TDI 239 hp DPF quattro tiptronic,6.9,2967,225/50 R17
,Citroen,C2 VTS (2008),1.6L HDi FAP 110 hp,4.4,1560,195/45 R16
,Seat,Ibiza SportCoupé,1.9L TDI 105 hp DPF,4.5,1896,185/60 R15
,Nissan,Qashqai Acenta,1.6L 115 hp,6.7,1598,215/60 R17
,Renault,Grand Scénic (2006) 5 pl.,1.6L 110 hp,7.8,1598,205/60 R16
,Volkswagen,Tiguan,2.0L TSI 170 hp Tiptronic 4Motion,9.9,1984,215/60 R17
,Seat,Ibiza SportCoupé,1.2L 70 hp 3 cyl.,5.9,1198,185/60 R15
,Peugeot,308 SW Prem.,2.0L HDi FAP 136 hp,5.9,1997,225/45 R17
